4.2935 5.96327434922
4.2945 6.30766063751
4.2955 6.65811304218
4.2965 7.01475514263
4.2975 7.37771347131
4.2985 7.74711759147
4.2995 8.12310017681
4.3005 8.50579709318
4.3015 8.73882104863
4.3025 8.96766038746
4.3035 9.20056141794
4.3045 9.43760860817
4.3055 9.67888846432
4.3065 9.9244895824
4.3075 10.1745027011
4.3085 10.3872827556
4.3095 10.5991905446
4.3105 10.8148987754
4.3115 11.0344878067
4.3125 11.2580399333
4.3135 11.4856394325
4.3145 11.71737261
4.3155 11.9308041975
4.3165 12.1440927715
4.3175 12.3612557789
4.3185 12.5823762483
4.3195 12.8075391755
4.3205 13.0368315631
4.3215 13.2703424602
4.3225 13.4934090626
4.3235 13.7168528817
4.3245 13.9444123587
4.3255 14.1761763387
4.3265 14.4122356788
4.3275 14.6526832757
4.3285 14.8976140914
4.3295 15.1364561479
4.3305 15.3761593848
4.3315 15.620337602
4.3325 15.8690870669
4.3335 16.1225060195
4.3345 16.3806946734
4.3355 16.6437552105
4.3365 16.9035984537
4.3375 17.1647956632
4.3385 17.4309225641
4.3395 17.702082848
4.3405 17.9783818987
4.3415 18.2599267355
4.3425 18.5468259441
4.3435 18.8326418601
4.3445 19.1203208331
4.3455 19.4134568276
4.3465 19.7121582112
4.3475 20.0165342315
4.3485 20.3266948426
4.3495 20.6427505076
4.3505 20.9594339269
4.3515 21.2784821155
4.3525 21.6035451193
4.3535 21.9347279362
4.3545 22.2721345559
4.3555 22.6158675606
4.3565 22.9660276796
4.3575 23.3182122501
4.3585 23.6731841681
4.3595 24.0346705479
4.3605 24.4027547938
4.3615 24.7775153551
4.3625 25.159024908
4.3635 25.547349455
4.3645 25.9387350116
4.3655 26.3330928847
4.3665 26.7342258733
4.3675 27.1421587239
4.3685 27.5569035635
4.3695 27.9784583565
4.3705 28.4068052238
4.3715 28.8386612408
4.3725 29.2731230865
4.3735 29.714032629
4.3745 30.1612862501
4.3755 30.6147539251
4.3765 31.0742765726
4.3775 31.5396632154
4.3785 32.0079246191
4.3795 32.4773014089
4.3805 32.9515834172
4.3815 33.4304191319
4.3825 33.9134085106
4.3835 34.4000990893
4.3845 34.8899819484
4.3855 35.3801577341
4.3865 35.867897469
4.3875 36.3567786682
4.3885 36.8460265248
4.3895 37.334789407
4.3905 37.8221349131
4.3915 38.3070461771
4.3925 38.7864937783
4.3935 39.2566401099
4.3945 39.7206510372
4.3955 40.1771497832
4.3965 40.624665591
4.3975 41.0616343342
4.3985 41.4864004216
4.3995 41.8956868844
4.4005 42.2845539663
4.4015 42.6556783757
4.4025 43.0071011848
4.4035 43.3368089447
4.4045 43.6427473719
4.4055 43.9228375001
4.4065 44.1738442239
4.4075 44.3902380033
4.4085 44.5745922754
4.4095 44.7249551322
4.4105 44.8394675426
4.4115 44.9163924296
4.4125 44.9541447571
4.4135 44.9505392024
4.4145 44.9007637091
4.4155 44.808340713
4.4165 44.6726076055
4.4175 44.4931954302
4.4185 44.2700496071
4.4195 44.0034462313
4.4205 43.6935503455
4.4215 43.3377680613
4.4225 42.9415480923
4.4235 42.50655314
4.4245 42.0347701276
4.4255 41.5284899212
4.4265 40.9902811391
4.4275 40.4227718097
4.4285 39.8257032433
4.4295 39.2058975232
4.4305 38.5666838334
4.4315 37.9114753076
4.4325 37.243725459
4.4335 36.5668855042
4.4345 35.8843635876
4.4355 35.1966089816
4.4365 34.5098605061
4.4375 33.8271812117
4.4385 33.1514613345
4.4395 32.485397246
4.4405 31.8314751819
4.4415 31.1919596567
4.4425 30.5667777806
4.4435 29.9598469963
4.4445 29.3728478976
4.4455 28.8071196639
4.4465 28.2637810921
4.4475 27.7437398992
4.4485 27.247703868
4.4495 26.7746367424
4.4505 26.3263459656
4.4515 25.9031887798
4.4525 25.5051997801
4.4535 25.132282531
4.4545 24.784223659
4.4555 24.4607064776
4.4565 24.1601355723
4.4575 23.8830493259
4.4585 23.6291043584
4.4595 23.3976879926
4.4605 23.1881416509
4.4615 22.9997697482
4.4625 22.8318477222
4.4635 22.6826774081
4.4645 22.5522325606
4.4655 22.4399784961
4.4665 22.3451353806
4.4675 22.2669231578
4.4685 22.2045652567
4.4695 22.1572917576
4.4705 22.1235425899
4.4715 22.1031088261
4.4725 22.0955201219
4.4735 22.1000535299
4.4745 22.1160024147
4.4755 22.1426773774
4.4765 22.1794069468
4.4775 22.2248414523
4.4785 22.2787436304
4.4795 22.3407952072
4.4805 22.4103985128
4.4815 22.4869749501
4.4825 22.5699648571
4.4835 22.6588273022
4.4845 22.7524193048
4.4855 22.8505180959
4.4865 22.9529697361
4.4875 23.0593046947
4.4885 23.1690706512
4.4895 23.281832108
4.4905 23.397169999
4.4915 23.5141238008
4.4925 23.6324859508
4.4935 23.7522543664
4.4945 23.8730717451
4.4955 23.9945953851
4.4965 24.1164968266
4.4975 24.2384615069
4.4985 24.3596884715
